Movie	Budget	Best actors	Top dollar actors	Genre	MPAA rating	Country	Sequel	Summer release	Holiday release	Christmas release	First weekend	Ebert review	Opening screens	Month released (1998)	Total domestic gross	Oscar nominations	Oscars	Nominations (in/out of release)	Log budget	Log 1st weekend	Log domestic	First weekend per screen	No budget	Ebert missing	Log opening screens	Log $ per screen	Few screens	Action	Childrens	Comedy	Documentary	Drama	Horror	SF	Thriller	G	PG	PG-13	R	NC-17	U	UK gross	Logged UK gross
Big Lebowski, The		2.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.533844000e+000	3.000000000e+000	1.207000000e+003	March	1.743900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		7.430269121e-001	1.241521578e+000	4.584792046e-003	1.000000000e+000	0.000000000e+000	3.081707270e+000	-2.338680358e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Big One, The		0.000000000e+000	0.000000000e+000	Documentary	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.469090000e-001	3.000000000e+000	3.300000000e+001	April	6.493700000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-8.329515975e-001	-1.875077791e-001	4.451787879e-003	1.000000000e+000	0.000000000e+000	1.518513940e+000	-2.351465537e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Biker Dreams		0.000000000e+000	0.000000000e+000	Documentary	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.490000000e-004		1.000000000e+000	October	3.490000000e-004	0.000000000e+000	0.000000000e+000	0.000000000e+000		-3.457174573e+000	-3.457174573e+000	3.490000000e-004	1.000000000e+000	1.000000000e+000	0.000000000e+000	-3.457174573e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Billy's Hollywood Screen Kiss		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.170890000e-001	2.000000000e+000	1.300000000e+001	July	2.020000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-9.314839031e-001	3.053513694e-001	9.006846154e-003	1.000000000e+000	0.000000000e+000	1.113943352e+000	-2.045427255e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Black Dog		0.000000000e+000	0.000000000e+000	Action	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.809375000e+000		2.025000000e+003	May	1.282900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		6.820886415e-001	1.108192805e+000	2.375000000e-003	1.000000000e+000	1.000000000e+000	3.306425028e+000	-2.624336386e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Blade	4.500000000e+001	0.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.707385600e+001	3.000000000e+000	2.322000000e+003	August	7.000100000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.653212514e+000	1.232331614e+000	1.845104244e+000	7.353081826e-003	0.000000000e+000	0.000000000e+000	3.365862215e+000	-2.133530601e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	6.161000000e+000	7.896512088e-001
Blues Brothers 2000	2.800000000e+001	0.000000000e+000	0.000000000e+000	Action	PG-13	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.129615000e+000	2.000000000e+000	2.507000000e+003	February	1.397900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.447158031e+000	7.874331974e-001	1.145476105e+000	2.445000000e-003	0.000000000e+000	0.000000000e+000	3.399154334e+000	-2.611721137e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Borrowers, The	2.900000000e+001	0.000000000e+000	0.000000000e+000	Childrens	PG	English	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	6.075079000e+000	3.000000000e+000	1.535000000e+003	February	2.235900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.462397998e+000	7.835519298e-001	1.349452376e+000	3.957706189e-003	0.000000000e+000	0.000000000e+000	3.186108380e+000	-2.402556450e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Boxer, The		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.758565000e+000	3.000000000e+000	4.640000000e+002	January	5.799000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		2.451584253e-001	7.633531087e-001	3.790010776e-003	1.000000000e+000	0.000000000e+000	2.666517981e+000	-2.421359555e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Brandon Teena Story, The		0.000000000e+000	0.000000000e+000	Documentary	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.128100000e-002	3.000000000e+000	1.000000000e+000	September	4.099900000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.947652401e+000	-1.387226736e+000	1.128100000e-002	1.000000000e+000	0.000000000e+000	0.000000000e+000	-1.947652401e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Bride of Chucky	2.500000000e+001	0.000000000e+000	0.000000000e+000	Horror	R	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.183085500e+001		2.412000000e+003	October	3.236800000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.397940009e+000	1.073016132e+000	1.510115865e+000	4.904997927e-003	0.000000000e+000	1.000000000e+000	3.382377303e+000	-2.309361172e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	5.265100000e-001	-2.785933758e-001
Buffalo '66		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.955500000e-002	3.000000000e+000	2.000000000e+000	June	2.365000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.402798611e+000	3.738311451e-001	1.977750000e-002	1.000000000e+000	0.000000000e+000	3.010299957e-001	-1.703828607e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Bug's Life, A	4.500000000e+001	1.000000000e+000	0.000000000e+000	Childrens	G	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	3.325805200e+001	3.500000000e+000	2.686000000e+003	November	1.627920000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.653212514e+000	1.521896808e+000	2.211633059e+000	1.238200000e-002	0.000000000e+000	0.000000000e+000	3.429106008e+000	-1.907209200e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.882400000e+001	1.459754249e+000
Bulworth	3.000000000e+001	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.060236000e+001	3.500000000e+000	2.047000000e+003	May	2.652500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.477121255e+000	1.025402546e+000	1.423655393e+000	5.179462628e-003	0.000000000e+000	0.000000000e+000	3.311117843e+000	-2.285715296e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.779390000e-001	-4.225782904e-001
Butcher Boy, The		0.000000000e+000	0.000000000e+000	Drama	R	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.356060000e-001	2.500000000e+000	9.000000000e+000	April	1.822000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-8.677210943e-001	2.605483726e-001	1.506733333e-002	1.000000000e+000	0.000000000e+000	9.542425094e-001	-1.821963604e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Can't Hardly Wait	1.000000000e+001	0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	8.025910000e+000	1.500000000e+000	1.987000000e+003	June	2.533900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	9.044942854e-001	1.403789472e+000	4.039209864e-003	0.000000000e+000	0.000000000e+000	3.298197867e+000	-2.393703582e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Carne tremula (Live Flesh)		0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.955800000e-002		2.000000000e+000	January	1.535000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.225059895e+000	1.861083798e-001	2.977900000e-002	1.000000000e+000	1.000000000e+000	3.010299957e-001	-1.526089890e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Caught Up		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.422631000e+000	2.000000000e+000	7.130000000e+002	March	6.724000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		3.842872702e-001	8.276277048e-001	3.397799439e-003	1.000000000e+000	0.000000000e+000	2.853089530e+000	-2.468802260e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Celebrity	8.000000000e-001	1.000000000e+000	1.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.588013000e+000	2.500000000e+000	4.930000000e+002	November	5.032000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	-9.691001301e-002	2.008540534e-001	7.017406324e-001	3.221121704e-003	0.000000000e+000	0.000000000e+000	2.692846919e+000	-2.491992866e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Central do Brasil (Central Station)	2.900000000e+000	0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.571000000e-002	3.000000000e+000	2.000000000e+000	November	5.566000000e+000	1.000000000e+000	0.000000000e+000	1.000000000e+000	4.623979979e-001	-1.447210150e+000	7.455432020e-001	1.785500000e-002	0.000000000e+000	0.000000000e+000	3.010299957e-001	-1.748240145e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Chairman of the Board	2.000000000e+000	0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.812330000e-001		1.960000000e+002	March	3.067150000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001	-7.417627205e-001	-5.132649842e-001	9.246581633e-004	0.000000000e+000	1.000000000e+000	2.292256071e+000	-3.034018792e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Chicago Cab		1.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.485000000e-003	3.000000000e+000	2.000000000e+000	October	4.485000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.348237553e+000	-2.348237553e+000	2.242500000e-003	1.000000000e+000	0.000000000e+000	3.010299957e-001	-2.649267548e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Chinese Box		0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.791600000e-002	3.000000000e+000	1.200000000e+001	April	2.195000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.009146336e+000	3.414345246e-001	8.159666667e-003	1.000000000e+000	0.000000000e+000	1.079181246e+000	-2.088327582e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
City of Angels	5.500000000e+001	1.000000000e+000	1.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.536904800e+001	3.000000000e+000	2.212000000e+003	April	7.874500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.740362689e+000	1.186646967e+000	1.896222987e+000	6.948032550e-003	0.000000000e+000	0.000000000e+000	3.344785123e+000	-2.158138156e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.977000000e+000	6.969676407e-001
Clay Pigeons	8.000000000e+000	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.673640000e-001	2.500000000e+000	1.900000000e+001	September	1.789000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.030899870e-001	-7.763379530e-001	2.526103406e-001	8.808631579e-003	0.000000000e+000	0.000000000e+000	1.278753601e+000	-2.055091554e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Clockwatchers		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.483800000e-002	3.500000000e+000	6.000000000e+000	May	4.443540000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.457946785e+000	-3.522709060e-001	5.806333333e-003	1.000000000e+000	0.000000000e+000	7.781512504e-001	-2.236098036e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Cousin Bette		1.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	7.648800000e-002	3.000000000e+000	1.300000000e+001	June	1.161000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.116406695e+000	6.483221974e-002	5.883692308e-003	1.000000000e+000	0.000000000e+000	1.113943352e+000	-2.230350047e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Cruise, The		0.000000000e+000	0.000000000e+000	Documentary	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.212700000e-002	3.000000000e+000	1.000000000e+000	October	2.384340000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.916246622e+000	-6.226318154e-001	1.212700000e-002	1.000000000e+000	0.000000000e+000	0.000000000e+000	-1.916246622e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
