Movie	Budget	Best actors	Top dollar actors	Genre	MPAA rating	Country	Sequel	Summer release	Holiday release	Christmas release	First weekend	Ebert review	Opening screens	Month released (1998)	Total domestic gross	Oscar nominations	Oscars	Nominations (in/out of release)	Log budget	Log 1st weekend	Log domestic	First weekend per screen	No budget	Ebert missing	Log opening screens	Log $ per screen	Few screens	Action	Childrens	Comedy	Documentary	Drama	Horror	SF	Thriller	G	PG	PG-13	R	NC-17	U	UK gross	Logged UK gross
Major League: Back to the Minors		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.087011000e+000		2.322000000e+003	April	3.551000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		3.195247381e-001	5.503506723e-001	8.987988803e-004	1.000000000e+000	1.000000000e+000	3.365862215e+000	-3.046337477e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Man in the Iron Mask, The	3.500000000e+001	1.000000000e+000	1.000000000e+000	Action	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.727145000e+001	2.500000000e+000	3.101000000e+003	March	5.687600000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.544068044e+000	1.237328800e+000	1.754929046e+000	5.569638826e-003	0.000000000e+000	0.000000000e+000	3.491501766e+000	-2.254172967e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.828000000e+000	6.837672614e-001
Mask of Zorro, The	6.500000000e+001	1.000000000e+000	0.000000000e+000	Action	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.252585500e+001	3.000000000e+000	2.515000000e+003	July	9.377100000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.812913357e+000	1.352681284e+000	1.972068547e+000	8.956602386e-003	0.000000000e+000	0.000000000e+000	3.400537989e+000	-2.047856705e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.453000000e+000	8.097616651e-001
Meet Joe Black	9.000000000e+001	1.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.501799500e+001	3.000000000e+000	2.503000000e+003	November	4.460600000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.954242509e+000	1.176611955e+000	1.649393280e+000	5.999998002e-003	0.000000000e+000	0.000000000e+000	3.398460850e+000	-2.221848894e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.087000000e+000	4.895366295e-001
Meet the Deedles	2.400000000e+001	0.000000000e+000	0.000000000e+000	Comedy	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.006751000e+000	1.500000000e+000	1.763000000e+003	March	4.308000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.380211242e+000	3.024934881e-001	6.342756946e-001	1.138259217e-003	0.000000000e+000	0.000000000e+000	3.246252312e+000	-2.943758824e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Men With Guns		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.213200000e-002	4.000000000e+000	2.000000000e+000	March	7.420320000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.654979338e+000	-1.295773654e-001	1.106600000e-002	1.000000000e+000	0.000000000e+000	3.010299957e-001	-1.956009334e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Mercury Rising		1.000000000e+000	1.000000000e+000	Action	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.010471500e+001	2.000000000e+000	2.386000000e+003	April	3.289100000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		1.004524069e+000	1.517077078e+000	4.235002096e-003	1.000000000e+000	0.000000000e+000	3.377670439e+000	-2.373146370e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.027000000e+000	1.157044360e-002
Mighty Joe Young	4.900000000e+001	0.000000000e+000	1.000000000e+000	Childrens	PG	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	1.060204200e+001	3.000000000e+000	2.502000000e+003	December	5.062800000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.690196080e+000	1.025389520e+000	1.704390771e+000	4.237426859e-003	0.000000000e+000	0.000000000e+000	3.398287305e+000	-2.372897785e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.307000000e+000	6.341748718e-001
Mighty, The		2.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.770500000e-002	3.000000000e+000	9.000000000e+000	October	2.643000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.056975647e+000	4.220971631e-001	9.745000000e-003	1.000000000e+000	0.000000000e+000	9.542425094e-001	-2.011218157e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Modulations		0.000000000e+000	0.000000000e+000	Documentary	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.268800000e-002		7.000000000e+000	September	1.384250000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.138537281e+000	-8.587854678e-001	1.038400000e-002	1.000000000e+000	1.000000000e+000	8.450980400e-001	-1.983635321e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Monument Ave.	1.100000000e+001	0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.155600000e-002	3.000000000e+000	1.000000000e+001	September	3.323880000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.041392685e+000	-1.381366262e+000	-4.783546637e-001	4.155600000e-003	0.000000000e+000	0.000000000e+000	1.000000000e+000	-2.381366262e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Mr. Jealousy		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.073200000e-002	2.500000000e+000	6.000000000e+000	June	2.877520000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.512409175e+000	-5.409816492e-001	5.122000000e-003	1.000000000e+000	0.000000000e+000	7.781512504e-001	-2.290560426e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Mrs. Dalloway		1.000000000e+000	0.000000000e+000	Drama	PG-13	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.012700000e-002	3.500000000e+000	5.000000000e+000	February	3.263000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.045145085e+000	5.136170738e-001	1.802540000e-002	1.000000000e+000	0.000000000e+000	6.989700043e-001	-1.744115089e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Mulan	7.000000000e+001	0.000000000e+000	1.000000000e+000	Childrens	G	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.274514300e+001	3.500000000e+000	2.888000000e+003	June	1.206180000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.845098040e+000	1.356888672e+000	2.081412123e+000	7.875742036e-003	0.000000000e+000	0.000000000e+000	3.460597189e+000	-2.103708517e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.743000000e+000	9.416604784e-001
My Giant		0.000000000e+000	0.000000000e+000	Comedy	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.117795000e+000	2.000000000e+000	1.948000000e+003	April	7.985000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		4.938475562e-001	9.022749205e-001	1.600510780e-003	1.000000000e+000	0.000000000e+000	3.289588953e+000	-2.795741396e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Negotiator, The	5.000000000e+001	2.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.021883100e+001	3.500000000e+000	2.436000000e+003	August	4.448400000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.698970004e+000	1.009401217e+000	1.648203832e+000	4.194922414e-003	0.000000000e+000	0.000000000e+000	3.386677284e+000	-2.377276067e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.484000000e+000	1.714339009e-001
Newton Boys, The		0.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.010245000e+000	2.000000000e+000	1.965000000e+003	March	1.029700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		6.031709060e-001	1.012710713e+000	2.040837150e-003	1.000000000e+000	0.000000000e+000	3.293362555e+000	-2.690191649e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Next Stop Wonderland		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.230550000e-001		8.000000000e+000	August	3.386000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-9.099007352e-001	5.296869538e-001	1.538187500e-002	1.000000000e+000	1.000000000e+000	9.030899870e-001	-1.812990722e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Niagara, Niagara		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.022400000e-002	3.000000000e+000	3.000000000e+000	March	1.684620000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.395514744e+000	-7.734980476e-001	1.340800000e-002	1.000000000e+000	0.000000000e+000	4.771212547e-001	-1.872635999e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Night at the Roxbury, A	1.700000000e+001	0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.604791000e+000	1.000000000e+000	1.865000000e+003	October	3.032400000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.230448921e+000	9.824879191e-001	1.481786488e+000	5.150021984e-003	0.000000000e+000	0.000000000e+000	3.270678836e+000	-2.288190917e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.248420000e-001	-9.036392824e-001
Night Flier		0.000000000e+000	0.000000000e+000	Horror	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.154900000e-002		9.500000000e+001	February	9.154900000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.038346395e+000	-1.038346395e+000	9.636736842e-004	1.000000000e+000	1.000000000e+000	1.977723605e+000	-3.016070000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Nightwatch		0.000000000e+000	0.000000000e+000	Thriller	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.857330000e-001	2.000000000e+000	3.000000000e+002	April	1.154000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.323003073e-001	6.220580882e-002	1.952443333e-003	1.000000000e+000	0.000000000e+000	2.477121255e+000	-2.709421562e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
No Looking Back	5.000000000e+000	0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.400300000e-002	2.000000000e+000	7.000000000e+000	March	1.432730000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.989700043e-001	-1.356517714e+000	-8.438356453e-001	6.286142857e-003	0.000000000e+000	0.000000000e+000	8.450980400e-001	-2.201615754e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
O Que E Isso, Companheiro? (Four Days in September)		0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.201700000e-002	2.000000000e+000	6.000000000e+000	February	3.107240000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.494619364e+000	-5.076252010e-001	5.336166667e-003	1.000000000e+000	0.000000000e+000	7.781512504e-001	-2.272770614e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Object of My Affection, The	1.500000000e+001	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.725855000e+000	3.000000000e+000	1.890000000e+003	April	2.910600000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.176091259e+000	9.879277905e-001	1.463982525e+000	5.145955026e-003	0.000000000e+000	0.000000000e+000	3.276461804e+000	-2.288534014e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.857000000e+000	2.688119037e-001
Odd Couple II, The		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.810288000e+000	1.500000000e+000	1.650000000e+003	April	1.887800000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		6.821710791e-001	1.275955982e+000	2.915326061e-003	1.000000000e+000	0.000000000e+000	3.217483944e+000	-2.535312865e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
One Tough Cop		0.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.513500000e-001	1.000000000e+000	4.150000000e+002	October	1.220000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.861855825e-001	8.635983067e-002	1.569518072e-003	1.000000000e+000	0.000000000e+000	2.618048097e+000	-2.804233679e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
One True Thing	3.000000000e+001	1.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.606455000e+000	3.000000000e+000	1.590000000e+003	September	2.320900000e+001	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.477121255e+000	8.199684811e-001	1.365656429e+000	4.155003145e-003	0.000000000e+000	0.000000000e+000	3.201397124e+000	-2.381428643e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Opposite of Sex, The		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	1.000000000e+000	0.000000000e+000	1.023850000e-001	3.000000000e+000	5.000000000e+000	May	5.879000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-9.897636654e-001	7.693034602e-001	2.047700000e-002	1.000000000e+000	0.000000000e+000	6.989700043e-001	-1.688733670e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Orgazmo		0.000000000e+000	0.000000000e+000	Comedy	NC-17	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.100730000e-001		9.400000000e+001	October	5.820240000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-6.776297625e-001	-2.350591067e-001	2.234819149e-003	1.000000000e+000	1.000000000e+000	1.973127854e+000	-2.650757616e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000		
Oscar and Lucinda	1.600000000e+001	1.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.371630000e-001	3.000000000e+000	7.000000000e+000	January	1.508000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.204119983e+000	-8.627630247e-001	1.784013415e-001	1.959471429e-002	0.000000000e+000	0.000000000e+000	8.450980400e-001	-1.707861065e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Out of Sight	4.800000000e+001	1.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.202043500e+001	3.500000000e+000	2.107000000e+003	June	3.733900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.681241237e+000	1.079920184e+000	1.572162683e+000	5.705000000e-003	0.000000000e+000	0.000000000e+000	3.323664536e+000	-2.243744351e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.161000000e+000	4.998244958e-001
Outside Ozona		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	7.394000000e-003	2.000000000e+000	1.000000000e+001	December	7.394000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.131120554e+000	-2.131120554e+000	7.394000000e-004	1.000000000e+000	0.000000000e+000	1.000000000e+000	-3.131120554e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Palmetto		0.000000000e+000	0.000000000e+000	Thriller	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.876753000e+000	2.000000000e+000	1.505000000e+003	February	5.840000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		4.589025747e-001	7.664128471e-001	1.911463787e-003	1.000000000e+000	0.000000000e+000	3.177536500e+000	-2.718633925e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Parent Trap, The		0.000000000e+000	0.000000000e+000	Childrens	PG	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.114849700e+001	3.000000000e+000	2.247000000e+003	August	6.630400000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		1.047216321e+000	1.821539729e+000	4.961502893e-003	1.000000000e+000	0.000000000e+000	3.351603072e+000	-2.304386751e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.996000000e+000	6.986224297e-001
Patch Adams	5.000000000e+001	1.000000000e+000	1.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	2.526228000e+001	1.500000000e+000	2.712000000e+003	December	1.350140000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.698970004e+000	1.402472544e+000	2.130378804e+000	9.315000000e-003	0.000000000e+000	0.000000000e+000	3.433289685e+000	-2.030817141e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.231000000e+000	3.484995703e-001
Paulie		1.000000000e+000	0.000000000e+000	Childrens	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.369800000e+000	2.000000000e+000	1.553000000e+003	April	2.700700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		7.299581106e-001	1.431476344e+000	3.457694784e-003	1.000000000e+000	0.000000000e+000	3.191171456e+000	-2.461213345e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.716300000e-002	-1.012499084e+000
Pecker	6.000000000e+000	1.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.416460000e-001	2.000000000e+000	1.840000000e+002	September	2.279000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.781512504e-001	-2.662844597e-001	3.577443252e-001	2.943728261e-003	0.000000000e+000	0.000000000e+000	2.264817823e+000	-2.531102283e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Perfect Murder, A		0.000000000e+000	0.000000000e+000	Thriller	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.661570400e+001	3.000000000e+000	2.845000000e+003	June	6.762900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		1.220518747e+000	1.830132966e+000	5.840317750e-003	1.000000000e+000	0.000000000e+000	3.454082271e+000	-2.233563524e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.254000000e+000	3.529539117e-001
