S & P Index value	S & P return	Date	Day	Logged S&P	Lag Log S&P	Diff S&P
288.46	-0.004726909	870602	6262	5.664556428	5.669294544	-0.004738116
293.47	0.017368093	870603	6263	5.681775419	5.664556428	0.017218991
295.09	0.005520155	870604	6264	5.687280395	5.681775419	0.005504975
293.45	-0.005557626	870605	6265	5.681707267	5.687280395	-0.005573128
296.72	0.011143295	870608	6266	5.692788933	5.681707267	0.011081666
297.28	0.001887301	870609	6267	5.694674456	5.692788933	0.001885522
297.47	0.000639128	870610	6268	5.69531338	5.694674456	0.000638924
298.73	0.004235721	870611	6269	5.699540155	5.69531338	0.004226776
301.62	0.009674288	870612	6270	5.709167947	5.699540155	0.009627792
303.14	0.005039454	870615	6271	5.714194745	5.709167947	0.005026798
304.7	0.005146137	870616	6272	5.719327686	5.714194745	0.005132941
304.81	0.000361011	870617	6273	5.719688632	5.719327686	0.000360946
305.69	0.002887044	870618	6274	5.722571517	5.719688632	0.002882885
306.97	0.004187249	870619	6275	5.726750023	5.722571517	0.004178506
309.65	0.008730495	870622	6276	5.735442627	5.726750023	0.008692604
308.43	-0.003939932	870623	6277	5.731494913	5.735442627	-0.003947714
306.86	-0.005090296	870624	6278	5.726391618	5.731494913	-0.005103296
308.96	0.006843512	870625	6279	5.733211819	5.726391618	0.006820201
307.16	-0.005825997	870626	6280	5.727368784	5.733211819	-0.005843034
307.9	0.002409168	870629	6281	5.729775055	5.727368784	0.00240627
304	-0.01266645	870630	6282	5.717027701	5.729775055	-0.012747354
302.94	-0.003486842	870701	6283	5.713534766	5.717027701	-0.003492935
305.63	0.008879646	870702	6284	5.72237522	5.713534766	0.008840454
304.92	-0.00232307	870706	6285	5.720049447	5.72237522	-0.002325773
307.4	0.008133281	870707	6286	5.728149831	5.720049447	0.008100384
308.29	0.00289525	870708	6287	5.731040898	5.728149831	0.002891067
307.52	-0.002497648	870709	6288	5.728540126	5.731040898	-0.002500773
308.39	0.002829084	870710	6289	5.731365216	5.728540126	0.00282509
307.63	-0.002464412	870713	6290	5.728897762	5.731365216	-0.002467454
310.68	0.009914508	870714	6291	5.738763444	5.728897762	0.009865681
310.42	-0.000836874	870715	6292	5.737926219	5.738763444	-0.000837224
312.7	0.007344888	870716	6293	5.745244264	5.737926219	0.007318045
314.59	0.006044132	870717	6294	5.751270204	5.745244264	0.006025939
311.39	-0.01017197	870720	6295	5.741046146	5.751270204	-0.010224058
308.55	-0.009120396	870721	6296	5.731883905	5.741046146	-0.009162241
308.47	-0.000259277	870722	6297	5.731624594	5.731883905	-0.000259311
307.81	-0.002139592	870723	6298	5.72948271	5.731624594	-0.002141884
309.27	0.004743186	870724	6299	5.734214682	5.72948271	0.004731972
310.65	0.00446212	870727	6300	5.738666877	5.734214682	0.004452195
312.33	0.005408015	870728	6301	5.744060321	5.738666877	0.005393445
315.65	0.010629783	870729	6302	5.754634005	5.744060321	0.010573684
318.05	0.007603358	870730	6303	5.762208603	5.754634005	0.007574598
318.66	0.001917937	870731	6304	5.764124704	5.762208603	0.001916101
317.57	-0.003420574	870803	6305	5.760698266	5.764124704	-0.003426437
316.23	-0.004219542	870804	6306	5.756469797	5.760698266	-0.00422847
318.45	0.007020207	870805	6307	5.763465477	5.756469797	0.00699568
322.09	0.011430366	870806	6308	5.77483101	5.763465477	0.011365533
323	0.002825297	870807	6309	5.777652323	5.77483101	0.002821314
328	0.015479876	870810	6310	5.793013608	5.777652323	0.015361285
333.33	0.01625	870811	6311	5.80913299	5.793013608	0.016119382
332.39	-0.002820028	870812	6312	5.806308978	5.80913299	-0.002824012
334.65	0.006799242	870813	6313	5.81308521	5.806308978	0.006776231
333.99	-0.00197221	870814	6314	5.811111052	5.81308521	-0.001974157
334.11	0.000359292	870817	6315	5.81147028	5.811111052	0.000359228
329.25	-0.014546108	870818	6316	5.796817341	5.81147028	-0.014652939
329.83	0.001761579	870819	6317	5.79857737	5.796817341	0.00176003
334.84	0.015189643	870820	6318	5.813652806	5.79857737	0.015075436
335.9	0.003165691	870821	6319	5.816813497	5.813652806	0.003160691
333.33	-0.007651087	870824	6320	5.80913299	5.816813497	-0.007680506
336.77	0.010320103	870825	6321	5.819400205	5.80913299	0.010267215
334.57	-0.006532648	870826	6322	5.812846125	5.819400205	-0.00655408
331.38	-0.009534627	870827	6323	5.803265753	5.812846125	-0.009580372
327.04	-0.013096747	870828	6324	5.790082488	5.803265753	-0.013183266
329.8	0.008439335	870831	6325	5.79848641	5.790082488	0.008403923
323.4	-0.0194057	870901	6326	5.778889947	5.79848641	-0.019596463
321.68	-0.005318491	870902	6327	5.773557263	5.778889947	-0.005332685
320.21	-0.004569759	870903	6328	5.768977031	5.773557263	-0.004580232
316.7	-0.010961556	870904	6329	5.757954954	5.768977031	-0.011022077
313.56	-0.009914746	870908	6330	5.747990729	5.757954954	-0.009964224
313.92	0.001148106	870909	6331	5.749138176	5.747990729	0.001147447
317.13	0.010225535	870910	6332	5.759311784	5.749138176	0.010173608
321.98	0.015293413	870911	6333	5.774489432	5.759311784	0.015177647
323.08	0.003416361	870914	6334	5.777899971	5.774489432	0.003410539
317.74	-0.016528414	870915	6335	5.761233438	5.777899971	-0.016666532
314.86	-0.009064015	870916	6336	5.752128096	5.761233438	-0.009105343
314.93	0.000222321	870917	6337	5.752350392	5.752128096	0.000222296
314.86	-0.000222272	870918	6338	5.752128096	5.752350392	-0.000222296
310.54	-0.013720384	870921	6339	5.738312718	5.752128096	-0.013815378
319.5	0.028852966	870922	6340	5.766757274	5.738312718	0.028444556
321.19	0.005289515	870923	6341	5.772032848	5.766757274	0.005275575
319.72	-0.00457673	870924	6342	5.767445613	5.772032848	-0.004587236
320.16	0.001376204	870925	6343	5.768820871	5.767445613	0.001375258
323.2	0.009495252	870928	6344	5.778271327	5.768820871	0.009450456
321.69	-0.00467203	870929	6345	5.773588349	5.778271327	-0.004682978
321.83	0.000435202	870930	6346	5.774023456	5.773588349	0.000435107
327.33	0.017089768	871001	6347	5.790968836	5.774023456	0.016945381
328.07	0.002260715	871002	6348	5.793227	5.790968836	0.002258164
328.08	3.04813E-05	871005	6349	5.793257481	5.793227	3.04808E-05
319.22	-0.027005608	871006	6350	5.76588052	5.793257481	-0.027376961
318.54	-0.002130192	871007	6351	5.763748056	5.76588052	-0.002132464
314.16	-0.013750235	871008	6352	5.74990241	5.763748056	-0.013845646
311.07	-0.009835752	871009	6353	5.740017967	5.74990241	-0.009884443
309.39	-0.005400714	871012	6354	5.734602617	5.740017967	-0.00541535
314.52	0.016581014	871013	6355	5.751047667	5.734602617	0.01644505
305.23	-0.029537072	871014	6356	5.721065591	5.751047667	-0.029982076
298.08	-0.023424958	871015	6357	5.697361907	5.721065591	-0.023703684
282.7	-0.051596887	871016	6358	5.644386265	5.697361907	-0.052975642
224.84	-0.204669261	871019	6359	5.415389038	5.644386265	-0.228997227
236.83	0.05332681	871020	6360	5.467342584	5.415389038	0.051953546
258.38	0.09099354	871021	6361	5.55443137	5.467342584	0.087088785
248.25	-0.039205821	871022	6362	5.514436303	5.55443137	-0.039995067
248.22	-0.000120846	871023	6363	5.51431545	5.514436303	-0.000120853
227.67	-0.082789461	871026	6364	5.427897212	5.51431545	-0.086418238
233.19	0.024245619	871027	6365	5.451853572	5.427897212	0.02395636
233.28	0.000385951	871028	6366	5.452239449	5.451853572	0.000385877
244.77	0.049254115	871029	6367	5.500318994	5.452239449	0.048079545
251.79	0.028679985	871030	6368	5.528595407	5.500318994	0.028276413
255.75	0.015727392	871102	6369	5.544200405	5.528595407	0.015604998
250.82	-0.019276637	871103	6370	5.52473555	5.544200405	-0.019464854
248.96	-0.007415677	871104	6371	5.517292241	5.52473555	-0.007443309
254.48	0.022172237	871105	6372	5.539222247	5.517292241	0.021930006
250.41	-0.015993398	871106	6373	5.523099575	5.539222247	-0.016122673
243.17	-0.028912583	871109	6374	5.493760787	5.523099575	-0.029338787
239	-0.017148497	871110	6375	5.476463552	5.493760787	-0.017297235
241.9	0.012133891	871111	6376	5.488524418	5.476463552	0.012060866
248.52	0.02736668	871112	6377	5.515523325	5.488524418	0.026998908
245.64	-0.011588605	871113	6378	5.503867049	5.515523325	-0.011656276
246.76	0.004559518	871116	6379	5.508416204	5.503867049	0.004549155
243.04	-0.015075377	871117	6380	5.493226039	5.508416204	-0.015190165
245.55	0.010327518	871118	6381	5.503500592	5.493226039	0.010274554
240.05	-0.022398697	871119	6382	5.480847235	5.503500592	-0.022653358
242	0.008123308	871120	6383	5.488937726	5.480847235	0.008090491
242.99	0.004090909	871123	6384	5.49302029	5.488937726	0.004082564
246.39	0.013992345	871124	6385	5.506915646	5.49302029	0.013895356
244.1	-0.009294208	871125	6386	5.497577977	5.506915646	-0.009337669
240.34	-0.015403523	871127	6387	5.482054587	5.497577977	-0.01552339
230.3	-0.041774153	871130	6388	5.439382807	5.482054587	-0.042671781
232	0.007381676	871201	6389	5.446737372	5.439382807	0.007354565
233.45	0.00625	871202	6390	5.452967921	5.446737372	0.00623055
225.21	-0.035296637	871203	6391	5.4170333	5.452967921	-0.035934621
223.92	-0.005727987	871204	6392	5.411288845	5.4170333	-0.005744455
228.76	0.021614862	871207	6393	5.432673419	5.411288845	0.021384574
234.91	0.026884071	871208	6394	5.459202462	5.432673419	0.026529043
238.89	0.016942659	871209	6395	5.476003195	5.459202462	0.016800733
233.57	-0.022269664	871210	6396	5.453481818	5.476003195	-0.022521377
235.32	0.007492401	871211	6397	5.46094629	5.453481818	0.007464472
242.19	0.029194289	871214	6398	5.489722542	5.46094629	0.028776252
242.8	0.002518684	871215	6399	5.492238059	5.489722542	0.002515517
248.08	0.021746293	871216	6400	5.513751275	5.492238059	0.021513216
242.98	-0.020557885	871217	6401	5.492979135	5.513751275	-0.020772139
249.16	0.025434192	871218	6402	5.51809526	5.492979135	0.025116125
249.54	0.001525124	871221	6403	5.519619223	5.51809526	0.001523963
249.95	0.001643023	871222	6404	5.521260898	5.519619223	0.001641675
253.16	0.012842569	871223	6405	5.5340217	5.521260898	0.012760802
252.02	-0.004503081	871224	6406	5.529508449	5.5340217	-0.00451325
245.57	-0.025593207	871228	6407	5.503582039	5.529508449	-0.02592641
244.59	-0.003990715	871229	6408	5.499583339	5.503582039	-0.0039987
247.86	0.013369312	871230	6409	5.512864071	5.499583339	0.013280731
247.08	-0.003146938	871231	6410	5.509712171	5.512864071	-0.0031519
255.94	0.035858831	880104	6411	5.544943042	5.509712171	0.035230871
258.63	0.010510276	880105	6412	5.555398469	5.544943042	0.010455427
258.89	0.001005297	880106	6413	5.556403261	5.555398469	0.001004792
261.07	0.008420565	880107	6414	5.564788571	5.556403261	0.00838531
243.4	-0.067682997	880108	6415	5.494706181	5.564788571	-0.07008239
247.49	0.016803615	880111	6416	5.511370177	5.494706181	0.016663997
245.42	-0.008363974	880112	6417	5.502971029	5.511370177	-0.008399149
245.81	0.001589113	880113	6418	5.50455888	5.502971029	0.001587851
245.88	0.000284773	880114	6419	5.504843612	5.50455888	0.000284732
252.05	0.025093542	880115	6420	5.529627481	5.504843612	0.024783868
251.88	-0.000674469	880118	6421	5.528952784	5.529627481	-0.000674697
249.32	-0.01016357	880119	6422	5.518737212	5.528952784	-0.010215572
242.63	-0.026832986	880120	6423	5.491537649	5.518737212	-0.027199563
243.14	0.002101966	880121	6424	5.493637409	5.491537649	0.00209976
246.5	0.013819199	880122	6425	5.507361993	5.493637409	0.013724584
252.17	0.023002028	880125	6426	5.530103463	5.507361993	0.02274147
249.57	-0.010310505	880126	6427	5.519739437	5.530103463	-0.010364026
249.38	-0.000761309	880127	6428	5.518977838	5.519739437	-0.000761599
253.29	0.015678884	880128	6429	5.534535077	5.518977838	0.01555724
257.07	0.014923605	880129	6430	5.549348421	5.534535077	0.014813344
255.04	-0.007896682	880201	6431	5.541420396	5.549348421	-0.007928026
255.57	0.002078105	880202	6432	5.543496345	5.541420396	0.002075949
252.21	-0.013147083	880203	6433	5.530262074	5.543496345	-0.013234271
252.21	0	880204	6434	5.530262074	5.530262074	0
250.96	-0.004956187	880205	6435	5.525293564	5.530262074	-0.00496851
249.1	-0.00741154	880208	6436	5.517854422	5.525293564	-0.007439142
251.72	0.010517864	880209	6437	5.528317359	5.517854422	0.010462936
256.66	0.01962498	880210	6438	5.547752252	5.528317359	0.019434893
255.95	-0.002766306	880211	6439	5.544982113	5.547752252	-0.002770139
257.63	0.006563782	880212	6440	5.551524447	5.544982113	0.006542334
259.83	0.008539378	880216	6441	5.560027571	5.551524447	0.008503124
259.21	-0.002386176	880217	6442	5.557638544	5.560027571	-0.002389027
257.91	-0.005015239	880218	6443	5.552610687	5.557638544	-0.005027857
261.61	0.01434609	880219	6444	5.566854845	5.552610687	0.014244158
265.64	0.01540461	880222	6445	5.582142009	5.566854845	0.015287164
265.02	-0.002333986	880223	6446	5.579805295	5.582142009	-0.002336714
264.43	-0.002226247	880224	6447	5.577576566	5.579805295	-0.002228729
261.58	-0.0107779	880225	6448	5.566740164	5.577576566	-0.010836402
262.46	0.003364172	880226	6449	5.570098689	5.566740164	0.003358525
267.82	0.02042216	880229	6450	5.590315113	5.570098689	0.020216424
267.72	-0.000373385	880301	6451	5.589941658	5.590315113	-0.000373455
267.98	0.000971164	880302	6452	5.590912351	5.589941658	0.000970693
267.88	-0.000373162	880303	6453	5.590539119	5.590912351	-0.000373232
267.3	-0.002165149	880304	6454	5.588371623	5.590539119	-0.002167496
267.38	0.000299289	880307	6455	5.588670868	5.588371623	0.000299244
269.43	0.007666991	880308	6456	5.596308616	5.588670868	0.007637749
269.06	-0.001373269	880309	6457	5.594934403	5.596308616	-0.001374213
263.84	-0.019400877	880310	6458	5.575342859	5.594934403	-0.019591544
264.94	0.004169193	880311	6459	5.579503385	5.575342859	0.004160526
266.37	0.005397448	880314	6460	5.58488632	5.579503385	0.005382934
266.13	-0.000901002	880315	6461	5.583984911	5.58488632	-0.000901409
268.65	0.009469056	880316	6462	5.593409417	5.583984911	0.009424506
271.22	0.00956635	880317	6463	5.6029303	5.593409417	0.009520882
271.12	-0.000368704	880318	6464	5.602561527	5.6029303	-0.000368772
268.74	-0.008778401	880321	6465	5.593744369	5.602561527	-0.008817158
268.84	0.000372107	880322	6466	5.594116407	5.593744369	0.000372038
268.91	0.000260378	880323	6467	5.594376751	5.594116407	0.000260344
263.35	-0.020676063	880324	6468	5.573483946	5.594376751	-0.020892805
258.51	-0.018378584	880325	6469	5.554934378	5.573483946	-0.018549568
258.06	-0.001740745	880328	6470	5.553192116	5.554934378	-0.001742262
260.07	0.007788886	880329	6471	5.560950826	5.553192116	0.00775871
258.07	-0.007690237	880330	6472	5.553230866	5.560950826	-0.00771996
258.89	0.003177432	880331	6473	5.556403261	5.553230866	0.003172395
256.09	-0.010815404	880404	6474	5.545528945	5.556403261	-0.010874316
258.51	0.009449803	880405	6475	5.554934378	5.545528945	0.009405433
265.49	0.02700089	880406	6476	5.581577175	5.554934378	0.026642797
266.16	0.002523636	880407	6477	5.584097632	5.581577175	0.002520457
269.43	0.012285843	880408	6478	5.596308616	5.584097632	0.012210985
270.16	0.002709424	880411	6479	5.599014376	5.596308616	0.00270576
271.37	0.004478827	880412	6480	5.603483203	5.599014376	0.004468827
271.57	0.000737001	880413	6481	5.604219933	5.603483203	0.00073673
259.75	-0.04352469	880414	6482	5.55971963	5.604219933	-0.044500303
259.77	7.69971E-05	880415	6483	5.559796624	5.55971963	7.69941E-05
259.21	-0.002155753	880418	6484	5.557638544	5.559796624	-0.00215808
257.92	-0.00497666	880419	6485	5.552649459	5.557638544	-0.004989085
256.13	-0.006940136	880420	6486	5.545685128	5.552649459	-0.006964331
256.42	0.001132238	880421	6487	5.546816725	5.545685128	0.001131597
260.14	0.014507449	880422	6488	5.561219948	5.546816725	0.014403223
262.46	0.008918275	880425	6489	5.570098689	5.561219948	0.008878742
263.93	0.005600853	880426	6490	5.575683916	5.570098689	0.005585227
263.8	-0.000492555	880427	6491	5.57519124	5.575683916	-0.000492676
262.61	-0.004510993	880428	6492	5.570670042	5.57519124	-0.004521198
261.33	-0.004874148	880429	6493	5.565783976	5.570670042	-0.004886065
261.56	0.000880113	880502	6494	5.566663703	5.565783976	0.000879726
263	0.005505429	880503	6495	5.572154032	5.566663703	0.005490329
260.32	-0.010190114	880504	6496	5.561911643	5.572154032	-0.010242389
258.79	-0.005877382	880505	6497	5.556016922	5.561911643	-0.005894721
257.48	-0.005062019	880506	6498	5.550942047	5.556016922	-0.005074875
256.54	-0.003650769	880509	6499	5.547284598	5.550942047	-0.003657449
257.62	0.00420987	880510	6500	5.551485631	5.547284598	0.004201033
253.31	-0.016730068	880511	6501	5.534614035	5.551485631	-0.016871596
253.85	0.002131775	880512	6502	5.536743541	5.534614035	0.002129506
256.78	0.011542249	880513	6503	5.548219687	5.536743541	0.011476146
258.71	0.007516162	880516	6504	5.555707743	5.548219687	0.007488056
255.34	-0.013026168	880517	6505	5.54259599	5.555707743	-0.013111753
251.35	-0.015626224	880518	6506	5.52684639	5.54259599	-0.0157496
252.57	0.00485379	880519	6507	5.531688438	5.52684639	0.004842048
253.02	0.001781684	880520	6508	5.533468537	5.531688438	0.001780099
250.83	-0.008655442	880523	6509	5.524775419	5.533468537	-0.008693118
253.51	0.010684527	880524	6510	5.53540327	5.524775419	0.010627851
253.76	0.000986154	880525	6511	5.536388938	5.53540327	0.000985668
254.63	0.003428436	880526	6512	5.539811511	5.536388938	0.003422573
253.42	-0.004751993	880527	6513	5.535048191	5.539811511	-0.00476332
262.16	0.034488201	880531	6514	5.568955004	5.535048191	0.033906813
266.69	0.017279524	880601	6515	5.586086935	5.568955004	0.017131931
265.33	-0.005099554	880602	6516	5.580974334	5.586086935	-0.005112601
266.45	0.004221159	880603	6517	5.585186609	5.580974334	0.004212274
267.05	0.00225183	880606	6518	5.587435907	5.585186609	0.002249298
265.17	-0.00703988	880607	6519	5.58037113	5.587435907	-0.007064777
271.52	0.023946902	880608	6520	5.604035801	5.58037113	0.023664672
270.2	-0.00486152	880609	6521	5.599162426	5.604035801	-0.004873376
271.26	0.00392302	880610	6522	5.603077771	5.599162426	0.003915345
271.43	0.000626705	880613	6523	5.603704279	5.603077771	0.000626509
274.3	0.010573629	880614	6524	5.614222398	5.603704279	0.010518119
274.45	0.000546847	880615	6525	5.614769095	5.614222398	0.000546697
269.77	-0.017052286	880616	6526	5.597569744	5.614769095	-0.017199351
270.68	0.003373244	880617	6527	5.600937311	5.597569744	0.003367567
268.94	-0.006428255	880620	6528	5.594488306	5.600937311	-0.006449005
271.67	0.010150963	880621	6529	5.604588094	5.594488306	0.010099788
275.66	0.014686936	880622	6530	5.619168222	5.604588094	0.014580128
274.82	-0.003047232	880623	6531	5.616116338	5.619168222	-0.003051884
273.78	-0.003784295	880624	6532	5.612324864	5.616116338	-0.003791474
269.06	-0.01724012	880627	6533	5.594934403	5.612324864	-0.017390461
272.31	0.01207909	880628	6534	5.606941123	5.594934403	0.01200672
270.98	-0.004884139	880629	6535	5.602045017	5.606941123	-0.004896106
273.5	0.009299579	880630	6536	5.611301622	5.602045017	0.009256604
271.78	-0.006288848	880701	6537	5.604992915	5.611301622	-0.006308706
275.81	0.01482817	880705	6538	5.619712223	5.604992915	0.014719307
272.02	-0.013741344	880706	6539	5.605875593	5.619712223	-0.01383663
271.78	-0.000882288	880707	6540	5.604992915	5.605875593	-0.000882678
270.02	-0.006475826	880708	6541	5.59849603	5.604992915	-0.006496885
270.55	0.001962818	880711	6542	5.600456924	5.59849603	0.001960894
267.85	-0.009979671	880712	6543	5.590427122	5.600456924	-0.010029802
269.32	0.005488146	880713	6544	5.595900264	5.590427122	0.005473141
270.26	0.003490272	880714	6545	5.599384459	5.595900264	0.003484195
272.05	0.006623252	880715	6546	5.605985873	5.599384459	0.006601414
270.51	-0.005660724	880718	6547	5.600309066	5.605985873	-0.005676807
268.47	-0.007541311	880719	6548	5.592739176	5.600309066	-0.00756989
270	0.005698961	880720	6549	5.598421959	5.592739176	0.005682783
266.66	-0.01237037	880721	6550	5.585974439	5.598421959	-0.01244752
263.5	-0.011850296	880722	6551	5.574053368	5.585974439	-0.011921071
264.68	0.004478178	880725	6552	5.578521549	5.574053368	0.004468181
265.19	0.001926855	880726	6553	5.58044655	5.578521549	0.001925001
262.5	-0.010143671	880727	6554	5.570251082	5.58044655	-0.010195468
266.02	0.013409524	880728	6555	5.583571494	5.570251082	0.013320412
272.02	0.022554695	880729	6556	5.605875593	5.583571494	0.022304099
272.21	0.000698478	880801	6557	5.606573827	5.605875593	0.000698234
272.06	-0.000551045	880802	6558	5.60602263	5.606573827	-0.000551197
272.98	0.003381607	880803	6559	5.609398532	5.60602263	0.003375902
271.93	-0.003846436	880804	6560	5.60554468	5.609398532	-0.003853852
271.15	-0.002868385	880805	6561	5.602672173	5.60554468	-0.002872507
269.98	-0.004314955	880808	6562	5.598347882	5.602672173	-0.004324291
266.49	-0.012926883	880809	6563	5.585336719	5.598347882	-0.013011163
261.9	-0.017223911	880810	6564	5.567962752	5.585336719	-0.017373968
262.75	0.003245514	880811	6565	5.57120301	5.567962752	0.003240258
262.55	-0.00076118	880812	6566	5.57044154	5.57120301	-0.00076147
258.69	-0.014701962	880815	6567	5.555630434	5.57044154	-0.014811106
260.56	0.007228729	880816	6568	5.562833161	5.555630434	0.007202727
260.77	0.000805956	880817	6569	5.563638793	5.562833161	0.000805632
261.03	0.000997047	880818	6570	5.564635343	5.563638793	0.00099655
260.24	-0.003026472	880819	6571	5.561604282	5.564635343	-0.003031061
256.98	-0.012526898	880822	6572	5.548998261	5.561604282	-0.012606021
257.09	0.000428049	880823	6573	5.549426218	5.548998261	0.000427957
261.13	0.015714341	880824	6574	5.565018368	5.549426218	0.015592149
259.18	-0.007467545	880825	6575	5.557522801	5.565018368	-0.007495567
259.68	0.001929161	880826	6576	5.559450104	5.557522801	0.001927303
262.33	0.010204868	880829	6577	5.569603253	5.559450104	0.010153149
262.51	0.000686159	880830	6578	5.570289177	5.569603253	0.000685923
261.52	-0.003771285	880831	6579	5.566510762	5.570289177	-0.003778414
258.35	-0.012121444	880901	6580	5.554315255	5.566510762	-0.012195508
264.48	0.023727501	880902	6581	5.577765634	5.554315255	0.023450379
265.59	0.004196915	880906	6582	5.581953766	5.577765634	0.004188132
265.87	0.001054257	880907	6583	5.583007468	5.581953766	0.001053701
265.88	3.76124E-05	880908	6584	5.583045079	5.583007468	3.76117E-05
266.84	0.003610651	880909	6585	5.586649228	5.583045079	0.003604149
266.47	-0.001386599	880912	6586	5.585261667	5.586649228	-0.001387561
267.43	0.003602657	880913	6587	5.58885785	5.585261667	0.003596183
269.31	0.007029877	880914	6588	5.595863132	5.58885785	0.007005283
268.13	-0.004381568	880915	6589	5.591471938	5.595863132	-0.004391195
270.65	0.009398426	880916	6590	5.600826473	5.591471938	0.009354536
268.82	-0.0067615	880919	6591	5.594042011	5.600826473	-0.006784463
269.73	0.003385165	880920	6592	5.597421459	5.594042011	0.003379448
270.16	0.001594187	880921	6593	5.599014376	5.597421459	0.001592917
269.18	-0.00362748	880922	6594	5.595380301	5.599014376	-0.003634075
269.76	0.002154692	880923	6595	5.597532675	5.595380301	0.002152374
268.88	-0.003262159	880926	6596	5.594265183	5.597532675	-0.003267491
268.26	-0.002305861	880927	6597	5.591956659	5.594265183	-0.002308524
269.08	0.003056736	880928	6598	5.595008733	5.591956659	0.003052074
272.59	0.013044448	880929	6599	5.607968835	5.595008733	0.012960102
271.91	-0.002494589	880930	6600	5.605471129	5.607968835	-0.002497706
271.38	-0.001949174	881003	6601	5.603520053	5.605471129	-0.001951076
270.62	-0.002800501	881004	6602	5.600715623	5.603520053	-0.00280443
271.86	0.004582071	881005	6603	5.605287228	5.600715623	0.004571605
272.39	0.001949533	881006	6604	5.607234863	5.605287228	0.001947635
278.07	0.020852454	881007	6605	5.627872881	5.607234863	0.020638018
278.24	0.000611357	881010	6606	5.628484051	5.627872881	0.00061117
277.93	-0.001114146	881011	6607	5.627369283	5.628484051	-0.001114767
273.98	-0.014212212	881012	6608	5.613055111	5.627369283	-0.014314172
275.22	0.004525878	881013	6609	5.617570778	5.613055111	0.004515667
275.5	0.001017368	881014	6610	5.618587629	5.617570778	0.001016851
276.41	0.003303085	881017	6611	5.621885271	5.618587629	0.003297642
279.38	0.010744908	881018	6612	5.632572862	5.621885271	0.010687592
276.97	-0.008626244	881019	6613	5.623909197	5.632572862	-0.008663665
282.88	0.021338051	881020	6614	5.645022779	5.623909197	0.021113582
283.66	0.002757353	881021	6615	5.647776338	5.645022779	0.002753558
282.28	-0.004864979	881024	6616	5.642899486	5.647776338	-0.004876852
282.38	0.000354258	881025	6617	5.643253682	5.642899486	0.000354195
281.38	-0.003541327	881026	6618	5.639706069	5.643253682	-0.003547613
277.28	-0.014571043	881027	6619	5.625027826	5.639706069	-0.014678243
278.53	0.004508078	881028	6620	5.629525773	5.625027826	0.004497948
278.97	0.001579722	881031	6621	5.631104249	5.629525773	0.001578476
279.06	0.000322615	881101	6622	5.631426812	5.631104249	0.000322563
279.06	0	881102	6623	5.631426812	5.631426812	0
279.2	0.000501684	881103	6624	5.631928371	5.631426812	0.000501558
276.31	-0.010351003	881104	6625	5.621523424	5.631928371	-0.010404947
273.93	-0.008613514	881107	6626	5.612872599	5.621523424	-0.008650825
275.15	0.004453693	881108	6627	5.617316404	5.612872599	0.004443804
273.33	-0.006614574	881109	6628	5.610679856	5.617316404	-0.006636547
273.69	0.001317089	881110	6629	5.611996079	5.610679856	0.001316223
267.92	-0.021082246	881111	6630	5.590688428	5.611996079	-0.021307651
267.72	-0.000746491	881114	6631	5.589941658	5.590688428	-0.00074677
268.34	0.002315852	881115	6632	5.592254833	5.589941658	0.002313175
263.82	-0.016844302	881116	6633	5.575267052	5.592254833	-0.016987781
264.6	0.002956561	881117	6634	5.578219252	5.575267052	0.002952199
266.47	0.007067271	881118	6635	5.585261667	5.578219252	0.007042415
266.22	-0.000938192	881121	6636	5.584323035	5.585261667	-0.000938632
267.21	0.003718729	881122	6637	5.588034866	5.584323035	0.003711831
269	0.006698851	881123	6638	5.59471138	5.588034866	0.006676513
267.23	-0.006579926	881125	6639	5.588109711	5.59471138	-0.006601669
268.64	0.005276354	881128	6640	5.593372193	5.588109711	0.005262483
270.91	0.00844997	881129	6641	5.601786662	5.593372193	0.008414469
273.7	0.010298623	881130	6642	5.612032616	5.601786662	0.010245954
272.49	-0.004420899	881201	6643	5.607601916	5.612032616	-0.0044307
271.81	-0.002495504	881202	6644	5.605103293	5.607601916	-0.002498623
274.93	0.011478606	881205	6645	5.61651652	5.605103293	0.011413227
277.59	0.00967519	881206	6646	5.626145205	5.61651652	0.009628685
278.13	0.001945315	881207	6647	5.62808863	5.626145205	0.001943425
276.57	-0.005608888	881208	6648	5.622463953	5.62808863	-0.005624677
277.03	0.001663232	881209	6649	5.624125804	5.622463953	0.00166185
276.52	-0.001840956	881212	6650	5.622283151	5.624125804	-0.001842652
276.31	-0.000759439	881213	6651	5.621523424	5.622283151	-0.000759727
275.31	-0.003619123	881214	6652	5.617897735	5.621523424	-0.003625688
274.28	-0.003741237	881215	6653	5.614149482	5.617897735	-0.003748253
276.29	0.007328278	881216	6654	5.621451039	5.614149482	0.007301556
278.91	0.00948279	881219	6655	5.630889149	5.621451039	0.00943811
277.47	-0.005162956	881220	6656	5.625712819	5.630889149	-0.00517633
277.38	-0.000324359	881221	6657	5.625388407	5.625712819	-0.000324412
276.87	-0.001838633	881222	6658	5.623548082	5.625388407	-0.001840325
277.87	0.003611803	881223	6659	5.627153378	5.623548082	0.003605296
276.83	-0.003742757	881227	6660	5.623403599	5.627153378	-0.003749779
277.08	0.000903081	881228	6661	5.624306273	5.623403599	0.000902674
